5.00000,18.28972
5.07538,14.59650
5.15075,14.45794
5.22613,12.69562
5.30151,17.89665
5.37688,18.54424
5.45226,13.26409
5.52764,10.97219
5.60302,17.80032
5.67839,15.41688
5.75377,15.65412
5.82915,12.86988
5.90452,16.64612
5.97990,13.41926
6.05528,15.67941
6.13065,20.12470
6.20603,16.98202
6.28141,19.53321
6.35678,16.52009
6.43216,17.87633
6.50754,14.01981
6.58291,17.44618
6.65829,18.07654
6.73367,18.37470
6.80905,18.39733
6.88442,18.91512
6.95980,17.93191
7.03518,15.00155
7.11055,17.14027
7.18593,19.99612
7.26131,18.71122
7.33668,20.54500
7.41206,17.52333
7.48744,20.79583
7.56281,20.05468
7.63819,19.14045
7.71357,21.83345
7.78894,19.69903
7.86432,19.10983
7.93970,20.34136
8.01508,21.37659
8.09045,21.18149
8.16583,21.85685
8.24121,22.71316
8.31658,17.17523
8.39196,23.50961
8.46734,21.93767
8.54271,22.87853
8.61809,22.63046
8.69347,26.56658
8.76884,25.10933
8.84422,18.62533
8.91960,20.68098
8.99497,24.92412
9.07035,22.26316
9.14573,24.11543
9.22111,24.67353
9.29648,20.63055
9.37186,22.28281
9.44724,25.12263
9.52261,21.97036
9.59799,23.68933
9.67337,25.23338
9.74874,27.39579
9.82412,21.60877
9.89950,27.13172
9.97487,25.79681
10.05025,23.83825
10.12563,25.95536
10.20101,27.43868
10.27638,24.21631
10.35176,24.78097
10.42714,24.30150
10.50251,25.80648
10.57789,26.01574
10.65327,26.46688
10.72864,26.82482
10.80402,25.25237
10.87940,25.69945
10.95477,29.81868
11.03015,28.31772
11.10553,27.60288
11.18090,29.42159
11.25628,25.90411
11.33166,29.92689
11.40704,26.81589
11.48241,24.91078
11.55779,28.04244
11.63317,33.44519
11.70854,27.53996
11.78392,24.01989
11.85930,28.81220
11.93467,27.51355
12.01005,27.39748
12.08543,27.99705
12.16080,31.31325
12.23618,28.89189
12.31156,29.84539
12.38693,31.55844
12.46231,33.71800
12.53769,32.74111
12.61307,31.00337
12.68844,30.79999
12.76382,30.06183
12.83920,31.14456
12.91457,33.97068
12.98995,32.71545
13.06533,31.20096
13.14070,30.50397
13.21608,30.06755
13.29146,30.01865
13.36683,33.11777
13.44221,34.09029
13.51759,35.79551
13.59296,31.56466
13.66834,33.56911
13.74372,32.41310
13.81910,35.95668
13.89447,32.85741
13.96985,33.56183
14.04523,36.88876
14.12060,36.16466
14.19598,35.75205
14.27136,33.05130
14.34673,38.56249
14.42211,37.03526
14.49749,34.24473
14.57286,36.87932
14.64824,33.69030
14.72362,35.64055
14.79899,34.60775
14.87437,34.19285
14.94975,39.73435
15.02513,35.21651
15.10050,39.73276
15.17588,36.77942
15.25126,36.88659
15.32663,35.26192
15.40201,38.10402
15.47739,36.87972
15.55276,36.02632
15.62814,38.76673
15.70352,39.08568
15.77889,40.47456
15.85427,34.75748
15.92965,36.30310
16.00503,39.13388
16.08040,37.89888
16.15578,37.77686
16.23116,37.46742
16.30653,39.41132
16.38191,39.66348
16.45729,41.56495
16.53266,37.88142
16.60804,41.78430
16.68342,37.97250
16.75879,41.44321
16.83417,42.21674
16.90955,37.99403
16.98492,39.09853
17.06030,42.15026
17.13568,39.44539
17.21106,39.80911
17.28643,42.73070
17.36181,40.31314
17.43719,41.25612
17.51256,41.11077
17.58794,37.80687
17.66332,39.66744
17.73869,40.65297
17.81407,41.51692
17.88945,41.74033
17.96482,42.66037
18.04020,44.02314
18.11558,47.43946
18.19095,43.65872
18.26633,45.50884
18.34171,45.29001
18.41709,47.29379
18.49246,42.90832
18.56784,42.30760
18.64322,44.18969
18.71859,41.92968
18.79397,50.35708
18.86935,45.26831
18.94472,47.89536
19.02010,45.93484
19.09548,42.43012
19.17085,43.23492
19.24623,45.63296
19.32161,46.49489
19.39698,47.26469
19.47236,49.52347
19.54774,44.76813
19.62312,45.54260
19.69849,45.62975
19.77387,46.60760
19.84925,44.54629
19.92462,44.40163
20.00000,44.90085
